manufacturer_id,isRelated
486200,True
459510,True
446060,True
437129,False
464992,False
442601,True
467380,False
479616,False
471920,False
471031,False
423483,True
468599,False
489199,False
264241,False
463539,True
460830,False
459564,False
427334,False
471221,False
448128,False
426520,False
444264,False
473152,False
426228,False
434405,False
454802,False
441572,False
489748,True
450867,False
452003,True
481904,True
98817,True
468993,False
482038,True
479103,False
459226,True
476438,False
484093,True
479427,True
423270,True
432355,True
464434,False
449203,True
479050,False
425977,False
290171,False
457430,True
461058,False
432264,False
450883,True
429614,False
439377,False
484106,True
449805,False
440298,False
449860,True
484137,False
425496,True
453960,False
435306,False
469366,False
439567,False
461628,True
431624,False
444085,True
445448,False
479004,False
485969,False
488193,False
478040,False
462170,True
467624,True
472788,True
267700,False
24326,True
483420,False
425280,False
487020,False
424014,True
466499,True
431036,False
447745,False
476606,False
420970,False
59533,True
462045,False
489283,False
253997,False
469921,True
480491,False
456559,True
435943,True
189731,False
457464,False
461002,True
97880,True
489103,False
465504,True
259140,False
486102,False
424305,True
485739,False
443440,False
466219,False
433039,False
449944,False
472525,False
457926,False
420874,False
467049,True
487784,True
430771,False
439866,False
255981,False
477974,True
468370,False
459833,False
468622,False
429375,False
485215,True
436603,False
450579,False
433399,True
441153,False
473479,True
465939,False
433564,True
50743,True
438957,False
453003,True
426880,False
338594,True
425471,True
485428,False
482961,False
449982,True
431066,False
485259,True
429743,False
468629,True
447587,True
428926,False
457580,False
371402,True
471224,False
479793,True
339279,False
482781,True
473432,False
443250,False
445833,True
439406,True
348100,True
441266,False
461967,False
439540,False
466743,True
475167,True
426002,True
460535,True
462281,False
453549,False
476385,True
466262,False
457554,False
450470,True
439889,True
466534,False
432878,True
45090,True
472922,True
430030,False
41469,True
470940,True
439234,True
432587,False
490264,False
446632,False
313066,True
471996,False
426375,False
426812,False
421896,False
444047,False
462089,False
478793,False
453155,False
480542,True
489117,True
425074,False
434404,False
465931,False
455968,True
453033,True
483515,True
469352,False
460315,False
486442,True
465545,False
478981,False
447245,True
446201,True
438772,False
458103,False
464127,False
428371,False
467832,False
472170,True
434537,True
481348,False
440933,False
431028,True
461355,False
421264,False
427780,False
26645,True
439902,False
441846,False
463109,False
453027,False
451612,False
466559,True
233810,False
488346,False
425416,False
482246,False
448228,False
223295,False
425742,False
481575,False
487490,False
459053,True
422282,False
429097,True
430483,False
465325,True
485404,True
446354,False
438624,False
422926,False
459891,False
429322,True
427050,False
449754,False
451829,False
462370,True
439513,True
448088,False
434396,True
488369,False
476806,False
450121,False
431789,False
483947,True
427536,False
473414,True
441738,False
463376,False
288884,False
477520,False
448447,True
446173,True
455401,True
480751,False
479345,False
427490,False
460984,False
486452,True
427138,True
461436,False
441302,False
468011,True
461208,False
444098,True
440746,False
454773,True
446776,False
294670,True
433905,False
484577,False
466072,False
480205,False
457968,True
461948,False
489594,False
486573,False
431497,True
464837,False
435025,False
472049,True
457031,True
438878,False
488624,True
455884,True
452884,False
454293,False
438741,False
428200,True
433786,True
448020,False
438845,True
461947,False
486118,False
452321,False
482076,False
485340,True
236191,False
441063,False
489847,False
430621,True
463985,False
436418,True
454450,False
468168,False
435377,False
446442,False
435116,True
454324,False
488580,False
461524,False
452151,False
429160,False
460391,False
468767,False
464468,True
429213,False
468916,False
485167,False
469834,False
458999,False
481086,False
421604,False
474224,False
470134,True
444988,True
431249,False
474350,True
464043,True
452495,True
435850,False
456386,True
466277,True
484492,False
472633,False
446568,True
470864,False
479167,False
425271,True
445614,False
434288,False
424068,False
343042,False
420866,True
473552,True
439191,False
355736,False
437745,False
467102,False
433161,True
475030,False
480231,False
300304,False
489424,False
449005,False
237211,False
483050,False
420619,False
476483,False
482146,False
422176,False
437878,True
461187,False
424155,True
477580,False
488179,True
490034,True
438756,False
477331,False
449621,True
460932,False
423267,True
451087,True
475359,False
436334,False
465408,False
473939,False
483936,False
265241,True
485584,True
423088,True
448868,False
481852,False
443112,False
463378,False
421999,True
459444,True
439494,True
421472,True
435246,True
489036,False
486090,True
489589,False
472204,True
458783,False
441030,True
457309,True
449862,True
443336,False
459756,False
445814,True
469417,True
422484,False
438554,False
458852,True
457889,True
481889,False
472463,True
428474,True
427217,False
480250,False
459994,True
471107,True
430225,True
483855,False
427156,False
450376,True
454435,False
449946,False
490137,False
454040,False
427761,False
426894,False
487609,False
431321,True
476554,False
484566,False
460428,True
459038,False
482396,False
453849,True
448082,False
432232,False
445013,True
450518,False
483039,True
453797,True
487841,True
427587,False
473020,True
471539,True
451220,False
437535,False
486519,False
477023,True
467430,False
426335,True
488854,False
424852,False
422897,True
460457,False
424101,False
488040,False
465562,False
490179,False
461738,False
480748,False
483194,False
436468,True
472798,False
437344,False
489743,True
476445,False
431251,True
476846,True
477524,True
489153,False
482345,False
429971,False
443955,False
486844,False
481142,True
474396,True
474520,True
434374,False
443578,False
269433,True
484619,True
460164,True
421151,False
424368,True
464301,False
477121,True
475921,True
454149,False
483391,False
441125,False
453372,True
421881,True
482561,True
446783,True
432958,False
470762,False
433159,False
164828,False
98066,True
428876,False
460127,False
438583,True
486494,False
487849,False
438046,False
420965,True
459840,False
425994,True
421974,False
442354,False
433882,True
480267,False
462330,False
442599,False
426818,False
469218,False
461455,True
466367,False
449336,True
464136,False
374127,True
463037,True
274778,False
436817,False
431831,False
466458,False
466818,True
306699,False
473217,True
438881,False
448836,True
454209,False
445226,False
441390,False
446235,False
440471,False
424756,True
459334,True
435932,False
466135,False
484358,False
468874,False
309616,True
296930,False
428197,False
474313,True
468176,False
29940,True
473104,True
432299,False
38996,True
423615,True
479415,False
239069,False
456391,False
428789,False
462334,False
461956,False
462278,True
464227,False
474843,True
469376,False
435824,False
480601,True
75271,True
451774,True
470511,True
373753,False
428398,True
438056,False
454548,True
462874,False
436009,True
443325,False
281751,False
487546,True
450378,False
472479,False
489392,False
421569,True
464002,False
481588,False
475590,False
440931,False
474093,False
424974,False
433180,False
448016,True
429912,False
445307,False
459123,True
427597,False
474261,True
430756,True
458251,False
425357,False
441382,False
440994,False
98156,True
457907,True
250426,False
481777,True
480912,False
431636,True
481182,False
332405,True
449467,True
437210,False
442361,False
34309,True
440449,True
427186,True
469255,False
425237,False
487509,True
421905,False
489570,True
480443,False
477738,True
281511,True
434776,False
450266,True
427220,False
483357,False
430168,False
34108,True
469840,False
482604,False
486151,False
489418,False
456764,False
423873,True
434172,False
470754,True
484279,True
467110,True
474412,False
488557,False
445608,False
468929,True
439435,False
455372,True
474769,True
427435,True
481861,True
437430,False
430579,True
480212,False
435593,False
457501,True
431419,False
268633,False
466770,True
454904,False
440078,False
481934,True
444798,True
441906,False
483240,False
470283,False
444489,False
421016,True
265678,False
488098,False
448565,True
465986,False
471294,True
430742,False
460005,True
472576,False
485564,False
426016,False
481968,True
432552,False
437190,False
423596,True
438070,True
430613,False
441080,False
489243,True
439969,False
462150,False
477591,True
483098,False
478570,True
429571,False
439506,True
454856,False
430854,False
441392,False
427091,True
456243,False
451522,False
475863,False
442842,False
431574,False
475297,True
489120,False
359802,True
453572,False
483093,True
480773,False
451796,False
479214,True
432405,True
437915,False
471983,False
449870,True
300940,False
454371,False
462750,True
430521,True
427326,False
462862,False
435841,False
438923,False
453496,False
460922,False
472605,False
445161,True
476586,True
39842,True
488602,True
489503,True
360265,True
472184,False
432317,False
431620,False
479199,False
447325,False
446086,False
485236,False
468855,False
482130,True
481311,True
450987,False
258673,False
487532,False
477037,False
461228,False
464438,False
49413,True
469473,False
472356,False
458032,False
429278,False
443050,False
427509,False
427623,True
439991,False
467916,False
373987,True
436631,True
429956,False
452962,False
423914,False
93771,False
433925,False
459012,False
444758,True
436448,True
469119,False
485460,False
459758,False
438259,False
485539,True
488125,False
421594,False
421350,False
488213,False
426862,True
441476,False
421341,False
452885,False
479624,True
451993,False
430599,True
436323,True
435164,False
487044,False
469208,False
440831,True
468254,False
463166,True
428150,False
64,True
448413,False
446432,False
449855,True
299469,True
475902,True
253331,False
469593,False
473781,False
447480,True
477565,False
463110,False
421175,True
446329,True
435322,True
454396,False
424575,True
441549,False
433296,True
474831,True
461089,True
432494,False
470773,False
484739,False
422380,False
424763,False
421153,False
442492,False
469343,False
490360,True
437904,False
451059,True
475057,True
463413,False
487024,False
461044,True
437214,True
483973,True
480818,False
475512,False
482542,True
480828,False
467946,False
436976,True
444416,False
488777,True
461330,False
442002,False
424429,False
424566,True
421592,False
473244,False
450026,False
487156,False
444546,True
488505,False
480034,True
477001,False
459580,False
446793,False
486021,False
427781,False
424437,True
453943,False
441168,True
279573,False
51029,True
430297,True
485351,False
477499,False
477434,True
442872,True
489188,False
454036,False
428886,False
435487,False
446113,False
457145,False
433229,False
476836,False
464368,False
436151,True
463984,False
473946,False
466269,True
477336,True
145740,True
480198,False
424112,True
460000,True
32190,True
420998,True
463890,True
421853,False
483438,True
442475,False
425056,False
463623,True
425054,False
479800,False
461993,True
279377,True
424341,True
458571,True
420584,False
454445,False
427625,True
445806,False
453634,True
446985,False
449018,False
450231,True
424601,True
34086,False
489755,False
462968,True
458004,True
420928,False
282531,True
444533,False
435505,True
444893,True
445050,False
459160,False
289235,True
472211,True
454841,True
431367,True
471607,False
480498,False
484843,False
448851,False
446435,False
487484,False
425408,False
479398,False
459370,False
477975,False
285161,False
422614,False
478592,False
421179,False
449924,True
453256,False
475746,False
334480,False
444324,False
471544,False
456050,True
460087,True
468214,True
427547,True
439424,True
98670,True
442549,True
471385,False
437268,True
437534,False
439045,True
278672,True
481076,False
448633,False
443779,False
429841,True
447850,False
480418,False
425541,False
475969,False
476020,False
484491,False
471257,False
425368,False
446533,False
472847,False
40148,True
464793,True
443489,False
471894,False
488772,False
426378,False
287134,True
449843,False
477884,False
443836,False
476383,False
460396,False
429620,True
429831,False
477104,True
423188,False
421901,False
481635,True
471449,True
481290,True
470861,True
479618,True
488845,False
464930,False
487338,False
469624,False
444950,False
490092,True
463870,False
435765,False
429774,False
423450,True
463635,True
278076,True
440435,False
423820,False
438546,False
463576,False
469210,False
472307,True
488998,False
464263,True
455847,True
456181,False
433386,False
484060,False
474421,False
444915,False
483161,True
467881,False
92602,True
436824,False
432400,True
483165,False
469209,False
444377,False
424562,False
453914,True
463269,False
440491,True
442156,False
467139,True
445874,False
479754,True
429939,False
473064,False
476224,False
425223,True
437158,True
485923,False
467603,False
440324,False
462324,False
488879,True
483814,False
482797,True
478862,False
466805,False
340849,False
446190,True
475857,False
442596,True
455380,False
38368,True
487049,False
477073,False
441988,True
429880,False
423602,False
477040,False
454997,True
450980,False
440541,False
431828,True
454225,False
465773,False
455365,True
438779,False
482936,False
458179,True
452079,False
444261,False
472028,False
426511,False
486067,True
458078,True
429906,True
464300,True
432982,True
467262,False
449285,True
442932,False
349369,True
486875,True
473299,False
462373,True
430292,False
479364,True
474780,True
424597,False
481387,False
487415,False
458973,False
438132,False
485092,False
440551,False
435808,False
471123,False
484754,False
468233,False
453892,False
449220,True
482977,True
478170,False
422577,True
452635,True
468945,True
486047,True
462544,False
443120,False
426543,False
467955,False
434294,False
436372,False
428038,False
452485,True
445185,True
336841,True
462776,True
474772,True
452244,False
471535,False
431211,False
487801,True
446756,True
469779,False
468980,True
445755,False
438975,False
437058,False
426848,False
442896,False
450296,False
479198,True
481408,False
471354,False
437309,False
442158,False
452955,True
349443,True
52549,True
447033,True
442613,True
470947,False
439286,True
479486,False
450261,True
479891,False
459854,False
433588,False
247590,False
449812,True
425291,True
472247,True
467183,False
436549,True
487754,False
424632,False
68349,False
474206,True
353177,True
479590,False
430425,False
454511,False
486842,True
478999,False
449503,False
421188,False
489129,True
482115,False
479312,False
460275,True
423403,False
264597,False
450101,False
434489,False
459801,True
428399,False
435887,False
441272,False
454457,False
452380,False
464827,True
484368,False
455114,False
455163,False
453578,True
453796,True
472021,False
298616,True
468264,True
467317,False
428941,True
52735,True
472805,False
464017,False
477622,True
435360,True
423100,False
454752,True
443068,False
463286,True
430839,False
442803,True
451909,True
47683,True
444343,True
431331,False
444168,True
462475,True
422433,True
488497,True
436383,True
424580,False
481005,False
427538,False
488341,False
478057,True
476031,True
424572,False
474383,True
454184,True
450830,False
471557,False
461762,False
442050,False
466055,True
475098,True
422480,False
479513,True
147480,True
447012,False
254719,True
473133,False
473029,False
458631,False
452807,False
241088,False
467441,False
446759,False
428964,False
453072,False
428635,False
456603,True
479477,False
481829,False
437861,False
445797,False
424283,True
484471,False
455991,True
488970,False
427750,False
423131,False
87286,False
445805,True
431884,False
462109,False
425542,False
483775,True
472611,True
483045,False
428226,False
472583,False
486898,False
449976,False
485366,True
479832,False
423527,False
483738,False
447093,False
435083,True
457305,False
462972,False
450401,False
455497,False
437097,False
452843,False
464104,False
468547,True
455124,False
457219,False
465269,False
475194,False
484869,True
428847,False
468910,True
475597,True
442163,False
456923,False
465398,True
442831,False
434363,True
477091,True
469620,True
448293,True
482615,False
368273,True
465796,False
451810,True
441334,False
489139,False
486252,True
426635,False
448492,False
476524,True
455013,False
435369,False
476601,False
445990,True
483225,False
444281,False
448959,True
450291,False
452547,True
440534,False
480332,False
470927,True
467557,False
465753,False
477924,False
472540,False
429550,False
482133,True
461971,False
483389,False
466579,False
487264,False
447877,False
423612,True
420630,False
185034,True
476949,False
441890,True
463272,True
455003,False
464319,True
428195,True
450542,True
427412,False
472850,False
483302,False
445033,False
428979,False
462617,True
489501,False
439530,False
452566,False
252557,False
438831,False
437400,False
285221,False
445263,True
447211,True
443230,True
436023,True
426122,False
470532,True
461342,False
458604,False
425900,False
456513,False
448102,False
459595,False
433448,False
238358,False
485953,True
435902,False
457856,False
445772,False
467785,False
447004,True
429033,False
462878,False
423623,False
463387,False
440561,True
478105,False
469122,False
425956,True
433355,True
483784,True
448104,False
468888,True
313030,True
75751,True
432969,True
461874,False
449274,True
459269,True
429068,False
485830,True
428171,True
485785,False
476149,False
254721,True
435527,True
89602,True
454568,True
470607,True
441300,True
467824,True
430084,False
445738,False
462186,True
485451,True
486366,True
483385,True
453336,False
449861,False
455917,True
457132,True
451546,False
438365,False
484981,True
429858,False
422050,False
462077,False
421465,False
455510,True
461282,False
265721,False
481240,True
486835,False
470595,False
463588,False
422993,False
445168,False
476478,True
471263,True
447553,False
58864,True
479537,True
466020,False
444171,False
229976,False
437244,True
458865,False
446172,True
490182,False
437886,False
447976,False
447627,False
436756,True
458919,False
433985,False
479921,True
453287,True
466965,True
447019,False
433419,False
431333,False
473065,False
472498,False
288593,False
476221,True
438109,True
467885,False
432772,False
435604,False
479740,True
452077,False
484108,False
486958,False
475520,False
287672,False
423458,False
460820,True
447600,True
489031,True
438852,True
483553,True
486035,True
478804,True
422544,True
434104,False
434609,True
465353,False
422559,False
462092,False
462603,True
484562,False
444182,False
223341,True
471249,False
481769,True
467273,False
459020,False
449786,False
436016,False
450111,False
429357,False
489463,False
431534,False
426837,True
468875,True
427577,False
465559,False
439626,True
483458,True
458739,True
457480,False
488574,False
359468,False
443292,False
490365,False
428765,False
438257,False
484240,False
469886,False
469824,True
490081,False
448861,True
452190,True
490271,False
465819,False
468749,True
344601,True
424608,False
487315,False
466145,True
452230,False
464268,True
482398,True
440135,False
425465,False
441803,False
429177,False
488993,True
489021,False
467942,True
444553,True
479956,False
473330,True
438186,False
442101,True
472743,False
470845,True
486081,False
427430,True
433054,True
440742,True
456406,False
468585,True
454545,False
433271,True
459793,False
448073,False
452631,False
445336,False
456244,False
484308,True
448212,False
435831,False
482116,True
465126,True
436856,False
298785,False
456332,False
424576,False
422154,False
446853,False
443801,True
434493,True
482558,False
462488,False
443123,False
463476,False
433116,False
472900,True
455631,True
454969,False
456905,False
472579,False
445327,False
475286,False
477475,False
482313,False
441237,False
437998,False
490035,True
450139,False
479934,False
433311,False
420952,False
429310,False
39938,True
452431,True
368652,True
466790,False
421420,False
489362,True
459806,False
457802,False
450058,True
75666,True
467894,False
436350,False
463268,False
452836,True
444007,False
422996,True
445585,False
439338,False
433601,False
442192,False
485866,False
454866,False
458837,True
428350,False
425466,True
448150,False
441491,False
477496,True
429631,False
450995,True
451836,False
427012,False
478051,False
422220,False
426058,False
474893,False
438982,False
435403,False
464456,False
486847,False
477077,True
470826,False
438806,True
438336,False
469474,False
477484,False
447370,False
444997,True
446468,False
456461,False
480123,False
171732,True
457526,False
450451,True
98603,True
438153,True
488033,True
431101,False
421276,True
461094,True
479403,True
445992,False
438431,True
438281,False
424467,True
472121,True
456261,False
421105,True
486979,True
489490,True
439213,True
38805,True
486029,False
458036,True
445018,False
429929,False
485341,False
487294,True
434903,True
422139,False
462157,False
431917,False
422229,False
458304,False
460356,False
441157,True
14894,True
437385,True
473396,False
427939,True
461289,True
425311,False
465557,True
486057,False
304050,True
445847,False
447531,False
475103,False
469830,False
452900,True
465084,True
445827,False
467919,False
489509,False
435003,True
471098,True
458843,False
428337,False
456517,False
448549,True
446158,True
470173,True
452805,False
446230,False
481354,False
454328,True
479865,False
478194,False
479840,False
463560,False
451487,True
484400,True
470187,False
461764,True
479411,True
480791,False
479946,False
458072,False
439061,False
446790,False
458229,True
