name,domain,isRelated
Coatings & Related Products,ppg.com,True
"Elcan Optical Technologies, Div Of",raytheon.ca,True
Dispill,richardspackaging.com,True
Brookfield Capital Partners II L.P.,brookfield.com,False
Advanta by Maax,maax.com,False
"IntraPac Group, The",pcinternational.com,True
Saand Distribution,saand.ca,False
Boutique New Look Signature,newlookvision.ca,False
FYI Doctors,fyidoctors.com,False
Centra Windows Inc,centrawindows.com,False
Vitrum Glass Group,vitrum.ca,False
O-I,spaceo.ca,True
Isover,multiver.ca,False
NSG,pilkington.com,False
"Crystal Glass, Div Of",crystalglass.ca,False
PrelSecur Inc,prelco.ca,False
Colonial Elegance,jj.ca,False
O-I Canada Corp,o-i.com,True
Composantes Lippert,corporate.lippert.com,False
Trulite Solution de Verre et d'Aluminium,trulite.com,False
Pride Signs Limited,pridesigns.com,False
Windowcity Mfrs. Inc,windowcity.com,True
ODL Wood Products,trutechdoors.com,False
Columbia Manufacturing Co. Ltd,columbiaskylights.com,False
ESKA Water,eskawater.com,True
Ampak,ampak.ca,True
Goldray Glass,goldrayglass.com,False
ProTemp Glass Inc,protempglass.com,False
Coaster Factory,canadacoaster.com,True
Formerly ADI Inc,accuratedorwin.com,True
National Glass Ltd,natglass.com,False
"Verrerie Walker Ltée, La",walkerglass.com,False
Laurier Architectural Inc,laurier.net,False
"AGC Automotive Canada, Inc",agc-automotive.com,False
Saand London Inc,tripleseal.ca,True
Interstyle Ceramic & Glass Ltd,interstyleglass.com,False
Bocci Design & Manufacturing Inc,bocci.com,False
Bronco Industries Inc,broncoglass.com,False
Glass World,glassworld.ca,False
Hartung Glass Canada,hartung-glass.com,False
APR Packaging Inc,aprpackaging.com,False
Imagine - Digital Ceramic Printing On Glass,vitre-art.com,False
Agnora Ltd,agnora.com,True
Khéops Internationale,kheopsinternational.ca,False
Portes Decko Inc,portesdecko.com,False
"Laurence, C.R. of Canada Limited",crlaurence.ca,False
Stanley Door Systems,stanleydoor.ca,False
All Team Glass & Mirror Ltd,allteamglass.com,True
Pyramid Produits Spécialisés Ltée,naspecialtyglass.com,False
Verre Select Inc,verreselect.com,False
Blackcomb Facade Technologies,blackcomb.tech,False
Unicel Architectural Corp.,unicelarchitectural.com,False
Silvester Glass and Aluminum Products Ltd,silvesterglass.ca,False
Duxton Windows & Doors Ltd,duxtonwindows.com,False
Prestige Glass International Inc,prestigeglass.com,False
Zenan Glass,zenan.ca,True
Primeline Windows & Doors Inc,primelinewindows.com,False
Thermover 2017 Inc,thermover.com,True
Central Optical Co,cenoco.com,False
"Limited Edition Glassworks Inc, The",ltdedition.ca,False
Lumon Production NA Inc,lumon.com,False
Adriatic Glass & Mirrors Ltd,adriaticglass.com,False
Columbia Glazing Systems Inc,columbiaglazing.com,False
Integral Seal Manufacturing Inc,integralseal.com,False
Ontario Glove And Safety Inc,ontarioglove.com,True
AGM Glass Fabricators Inc,agm-inc.com,False
Humphrey Products of Winnipeg Ltd,humphrey-products.ca,False
Allied Glass,alliedglass.ca,False
Vitro Flat Glass Canada Inc,vitro.com,True
Toro Glasswall Inc,torogroupofcompanies.com,False
HPG,hpglazing.com,False
Tri-Temp Glass Inc,tritempglass.com,False
Canadian Canning Inc,canadiancanning.com,True
Produits Verriers International (IGP) Inc,igpglass.ca,False
Le Verre Repensé,thinkglass.com,False
Enocapsule Inc,enocapsule.com,True
Kitras Art Glass Inc,kitras.com,False
Intallations JGV,industriesvanier.com,False
Groupe Brosseau Vitrerie,groupebrosseau.ca,True
Doric Lenses Inc,doriclenses.com,False
James Windsor Golf,millergolfoflondon.com,True
BMG. Glass + Aluminum Inc,bmgglass.com,False
Shalwin Contemporain,shalwin.ca,False
No-Glare Architectural Glass Inc,noglarearchitecturalglass.com,False
K W Optical Calgary,kwoptical.ca,False
Concept Millwork Corporation,cmcmillwork.ca,False
Toronto Glass (Heat Seal) Ltd,torontoglassheatseal.ca,True
"Wheeler, Dr Wayne",fcvc.ca,False
High Performance Glass Ltd,niradia.com,False
Div of TecniGlas,proscience.com,False
Phantom Glass,phantom.glass,False
Artistic Skylights Domes Ltd,artisticskylight.com,False
Alanza Inc,alanzainc.com,False
Silliker Glass,sillikerglass.com,False
Kalvanna,albertawaterjet.com,False
Fusion Glassworks Inc,fusionglass.com,False
Central Glass & Mirror Ltd,centralglassandmirror.ca,False
Ace/Security Laminates Inc,usace.com,False
Turolight Inc,turolight.com,False
Advanced Glazings Limited,advancedglazings.com,False
T.C. Insulating Glass Inc,tciglass.com,False
Emballages Phoenix,phoenixpackaging.com,True
Jarden Home Brands,bernardin.ca,True
Creative Tile Designs Inc,creativetiledesigns-com.myshopify.com,False
Ultimate Creative Designs Inc,ultimatecreativedesign.com,True
Degil Safety Products (1989) Inc.,delta-plus.ca,True
Potters Canada,pottersindustries.com,False
Lite Access Technologies Inc,liteaccess.com,False
Berman Glass,forms-surfaces.com,False
Vivreau Canada Inc,vivreauwater.com,True
"Rubaiyat, The",rubaiyatcalgary.com,False
AJR Marine Windows,ajrmarinewindows.com,False
Strathroy Glass Limited,strathroyglass.com,True
Vetroseal Glass Specialties Inc,vetrosealglass.com,True
Luminiz Lighting,luminiz.com,False
Imagic Glass Inc,imagicglass.com,False
Vitrerie Global,vitrerieglobal.ca,False
ODL North America Inc,odl.com,False
Robert Held Art Glass,robertheld.com,False
Pegasus Glass,pegasus-glass.com,False
Excel Matériaux Composites Inc,excelcomposites.com,False
Vitrerie Orleans Glass Inc.,voglass.ca,False
BL Innovative Lighting,bllighting.com,False
House Of Mirrors & Glass,houseofmirrors.com,False
Picture Depot Inc,picturedepot.ca,False
Regal Shelf and Mirror Ltd,regalshelfandmirror.com,False
Rezplast Manufacturing Ltd,rezplastmfg.com,False
Mirror Works Inc.,mirrorworks.com,False
Unisoft Systems Inc,unisoft.net,False
Maranda Optométrie Et Soins Visuels Inc.,maranda.ca,False
Security Mirror Industries Limited,securitymirror.com,False
Classic Crystal Decorative Glass Ltd,classiccrystal.net,False
Les Vitreries D & D Ltee,vitreriedd.ca,False
YDG Glass,ydgglass.ca,False
Sunburst Skylight Ltd,skylightsvancouverisland.com,False
Universal Glass Tech Inc,universalglass.com,False
Keystone Home Products Ltd,keystonehomeproducts.com,False
Impressive Impressions Inc,impressiveline.com,False
VMIK,vmik.ca,False
Kingston Plate & Window Glass,kingstonplate.com,False
Fabrique du Verre Nord Amérique,making-glass.com,False
Portes et Fenêtres Polair 3,polair3.com,False
Jym Line Glassware Ltd,jymline.com,True
Columbia Coding & Marking,columbiacoding.com,True
Vitrerie L.M. & Roux Ltée,vitrerielmroux.com,True
Vitrerie L.M. & Roux Ltée,vitrerielm.com,False
Ultra Fine Technology Canada,uftcan.com,True
Security Glass Ltd,sgpglass.ca,True
Fire Sand Glass Ltd,firesandglass.com,False
F I S Flexible Industrial Solutions Inc,flex-ind.com,True
Buehler Canada,buehler.com,False
