name,domain,isRelated
PPG,ppg.com,True
Corning,corning.com,False
O-I,o-i.com,True
Bridgestone Americas Sourcing,bridgestoneamericas.com,False
Gentex,gentex.com,False
Plycem USA,certainteed.com,False
Dorman,dormanproducts.com,False
Andersen Regional Mfg,andersenwindows.com,False
Guardian,guardian.com,False
Magna Engineered Glass,magna.com,False
Apogee,apog.com,False
Safelite Autoglass,safelite.com,False
"Pilkington North America, Inc.",pilkington.com,False
IPG,ipgphotonics.com,False
AGC Glass Company North America,agc.com,False
OWENS-BROCKWAY GLASS CONTAINERS,owens-brockway.com,False
Instant Brands Holdings Inc.,corellebrands.com,True
Libbey,libbey.com,True
Patio Enclosures and Stanek Windows,greatdayimprovements.com,False
The Churchill Companies,churchillcompanies.com,False
PQ LLC,pqcorp.com,True
O F S,ofsoptics.com,False
Ele International,hach.com,False
Schott Corporation,schott.com,False
PGT Custom Windows + Doors,pgtwindows.com,False
Anchor Glass Container Corporation,anchorglass.com,True
"Anchor Hocking Company, The",anchorhocking.com,True
Lidestri Food and Drink,lidestrifoodanddrink.com,True
NEGA,neg.co.jp,True
Verallia North America,ardaghgroup.com,True
Vitro,pgwglass.com,True
SIGCO,obe.com,False
SMR Automotive Technology Holdings USA Partners LLP,smr-automotive.com,False
"Grote Industries, Inc.",grote.com,False
Dansk,lenox.com,True
Gallo Glass Company,galloglass.com,True
"Old Time Pottery, LLC",oldtimepottery.com,False
Gerresheimer Glass Inc.,gerresheimer.com,False
Vitro Architectural Glass,vitroglazings.com,False
Duran Wheaton Kimble,dwk.com,False
Solutia's Performance Films Division,eastman.com,False
"Crystal Window & Door Systems, Ltd.",crystalwindows.com,False
"OMPI OF AMERICA, INC.",stevanatogroup.com,False
Fuyao Glass America Inc.,fuyaousa.com,False
"Custom Glass Solutions, LLC",customglasssolutions.com,False
"Comar Holding Company, LLC",comar.com,False
"Vuteq USA, Inc.",vutequsa.com,False
"Niagara Holdings, Inc.",niagaraholdingsinc.com,True
"View, Inc.",view.com,False
Mekra-Lang North America,mekralang.us,False
Millville Vials,nipro-group.com,False
Precision Concepts International LLC,pcinternational.com,True
Edmund Optics Barrington,edmundoptics.com,False
Viracon,viracon.com,False
"Stoelzle Glass USA, Inc.",stoelzle.com,True
PPG Aerospace,ppgaerospace.com,False
Carclo Technical Plastics,carclo-optics.com,False
"Piramal Glass - USA, Inc.",pgpfirstusa.com,True
Smith Fibercast,nov.com,False
"CATALYST ACOUSTICS HOLDINGS, INC.",catalystacoustics.com,False
GWLA Acquisition Corp.,glasswerks.com,False
Smith Mountain,aldoraglass.com,False
Brin Northwestern Glass,bringlass.com,False
"Swarco America, Inc.",swarco.com,False
"Press Glass NA, Inc.",pressglass.com,True
Amtech,amtechcorp.com,True
"Velvac, Incorporated",velvac.com,False
Murakami Manufacturing U.S.A. Inc.,murakami-usa.com,False
Automotive,muthco.com,False
Arkansas Glass Container,agcc.com,True
"Press Glass, Inc.",pressglass.us,False
Solar Skylights,solarindustriesinc.com,False
"Verescence North America, Inc.",verescence.com,False
EST,intigral.com,False
"Hartung Glass Industries, Inc.",hartung-glass.com,False
"Benson Industries, Inc.",bensonglobal.com,False
Feit Electric,feit.com,False
"Tru Vue, Inc.",tru-vue.com,False
Kimble Chase,thermofisher.com,True
"Steel Encounters, Inc.",steelencounters.com,False
Transitions Lenses,transitions.cn,True
EGP,egpglass.com,False
