name,domain,isRelated
Étiquettes CCL Montréal,cclind.com,True
Cascades Inc,cascades.com,False
"Lake Utopia Paper, Div of",jdirving.com,False
tissue products,kruger.com,False
WPK,winpak.com,True
Kimberly-Clark Inc,kimberly-clark.com,False
Billy Beats,support.megabrands.com,False
3M Canada Company,3mcanada.ca,True
"Flexible Packaging, Div of",atlantic.ca,True
Procter & Gamble Inc,dentalcare.ca,False
Hood Packaging Corporation,hoodpkg.com,True
Pollard Banknote Limited,pollardbanknote.com,False
RockTenn,westrock.com,True
Irving Personal Care,irvingconsumerproducts.com,False
Stanpac Inc,stanpacnet.com,True
Ecolab,fr-ca.ecolab.com,True
Boncor Containers,mitchellincoln.ca,True
Enveloppe Alliance,supremex.com,True
Cavalier et Dessin,carrousel.ca,True
Roll Packaging Technology,sonoco.com,True
Shippers Supply ULC,packaging.gospicers.ca,False
Dart Canada Inc,dartcontainer.com,True
Max Solutions Canada (PKG),biggerthanpackaging.com,True
CKF Inc,ckfinc.com,True
Pactiv Canada Inc,pactivevergreen.com,True
Friesen Printers,friesens.com,False
Hartmann Canada Inc,hartmann-packaging.com,True
Boehmer Box LP,onepaperworks.com,True
Twin Rivers Pulp Ltd,twinriverspaper.com,True
"Parrot Label, Div of",glbc.com,True
Div of Novolex,deluxepaper.com,True
Kraft Nordic,chibou.com,True
The Bodtker Group of Companies Ltd,bodtkergroup.com,True
Menasha Packaging Canada L.P.,menasha.com,True
Moore Packaging Corporation,moorepackaging.com,True
GAB Packaging,gab.qc.ca,False
"Fassom, Div of",averydennison.com,True
Great Western Containers,gwcontainers.com,True
"Central Group, The",centralgrp.com,True
Playtex Limited,playtex.com,False
Pharmasystems Inc,pharmasystems.com,False
CPI Card Group-Canada Inc,cpicardgroup.ca,True
McNairn Packaging,mcnairnpackaging.com,True
Compagnie Canadian Technical Tape Ltée,cttgroup.com,True
Renfrew Tape,scapa.com,False
Royal Containers Ltd,royalcontainers.com,True
"Jones Healthcare Group, Inc",joneshealthcaregroup.com,False
Color Ad Packaging Ltd,colorad.ca,True
Bro-Dart Library Supplies,brodart.ca,False
Sealast,vibac.it,True
Tencorr Holdings Corporation,tencorr.com,True
Buckeye Canada Co.,buckeye.ca,True
Bulldog Bag Ltd,bulldogbag.com,True
Jiffy Products (N.B.) Ltd,jiffyproducts.com,True
Bird Packaging Limited,birdpackaging.com,False
Hilroy,accobrands.com,False
IMS,imsinc.ca,True
Royal Digital,royalenvelope.com,True
Emballages Netpak Inc,netpak.com,True
Info-Flex,coforce.ca,True
"Convertisseur De Papiers Arteau, Division De Papiers Et Emballages Arteau",arteau.com,True
Value Graphics,internationalgraphics.ca,True
FPC Flexible Packaging Corporation,atlanticcoatedpapers.com,True
Ellworth Industries,associated-labels.com,True
Présentoirs Point 1 Inc.,point1.ca,True
Container Corporation of Canada,containercorp.com,True
Ampak,ampak.ca,True
Seaside Paper Products Ltd,seasidepaper.com,True
MPI Paper Mills,metropaperindustries.com,False
Planet Paper Box Group Inc,planetpaper.com,True
WolfPack Packaging Inc,wolfpack.ca,False
Wedlock Paper Converters Limited,wedlockpaper.com,True
Emballage Rouville,gelpac.com,True
Alluminek,cartonek.com,True
Fempro,firstquality.com,False
Edco du Canada,edcocanada.com,False
Massey's Production,masseysproduction.com,False
Revêtements Finipro,evofinition.ca,False
Windsor Pallet Limited,windsorpallets.com,True
Caxton Mark Inc,caxton-mark.com,True
Protagon Display Inc,protagon.com,False
Instabox (Alberta) Inc,instabox.ca,True
Ingersoll Paper Box Co. Limited,myipb.ca,True
Wallcrown Limited,crownsurfacesolutions.com,False
Pubco,pubco.com,True
Pinto-Packaging Ltd,pintopackaging.com,True
Canduct Industries Limited,canduct.com,False
pti,ptibox.com,True
Imprimerie Ste-Julie Inc,impsj.com,True
APC Filtration Inc,apcfilters.com,False
UFR Urban Forest Recyclers Inc,harvard.ca,False
LabTag,ga-international.com,True
Gunther Mele Limited,gunthermele.com,True
Papiers Coderr,coderr.ca,False
Étiquettes Profecta SRI,profecta.com,True
Loeb Packaging Ltd,loebpackaging.com,False
Shipmaster Containers Limited,shipmaster.com,True
Industries Paulymark Inc,paulymark.com,True
Design Label Systems Inc,dlsinc.ca,False
Stone Straw Limited,stonestraw.com,True
Wah Lung Labels,wahlunglabels.com,True
"British Group of Companies, The",atlanticstarbingo.com,False
Poliplastic Packaging Inc,poliplastic.ca,True
a Division of Pro Mach Inc,labels.idtechnology.com,True
Corner-Edge Products Ltd,corneredgeproducts.com,True
Altro Canada Inc,altro.com,False
Coleman Containers Limited,colemancontainers.com,True
Advance Paper Box Ltd,advancepaperbox.ca,True
Corrpar Industries Ltd,corrpar.com,False
Sleever International Inc.,sleever.com,True
Les Emballages Montcorr Ltée,montcorr.com,True
Media De Caisses Enregistreuses Inc.,mediajab.ca,False
Can Alta Bindery Corp,canaltabindery.com,False
Enveloppe Concept Inc,enveloppeconcept.ca,False
Emile Senechal & Sons Ltd,esfgroup.com,True
Al-Pack Enterprises Ltd,al-pack.com,True
"Papiers Atlas Inc, Les",papiersatlas.ca,True
Beneco Packaging,benecopackaging.com,True
Republic Packaging of Canada,repco.com,False
Independent Paper Converters,independentpaper.ca,True
C & B Display Packaging Inc,cbdisplaypac.ca,False
Labels Unlimited Inc,labels.ca,True
Terdun Material Management Inc,terdun.com,True
Les Compounds Félix Inc,felixcompounds.com,False
Emballages LM Inc,emballageslm.ca,True
NAPP,northamericanpaper.ca,True
CKDPack Inc,ckdpack.com,True
Cristini Amérique du Nord Inc,cristini.com,False
J J M,jjmarshall.com,True
Produlith,produlith.com,True
Master Manufacturing Inc,mastermanufacturing.com,False
Sérigraphie Gemscreen,eti-rub.com,True
STICS Déco,thesmarttiles.com,False
Bag To Earth Inc.,bagtoearth.com,True
McDermid Paper Converters Limited,mcdermidpaper.com,True
P.E.I. Bag Co. Ltd,peibag.com,True
Enjay Converters,enjay.com,True
Spectrol Labels,spectrol.net,False
Aerospace & Defence,icpinc.com,False
Newark Paperboard Products Ltd,newarkgroup.com,False
Helix Impressions Inc,heliximpressionsinc.com,True
Multi Services GSTJ Inc,multi-services.org,True
"Hutton International Press, a div of",nchutton.com,True
Vipco Industries Inc,vipco.ca,False
Perflex Label Inc,perflexlabel.com,True
"Etiquettes Modernes J .F. Ltée, Les",etiqmod.com,True
Royale Print & Packaging Limited,royaleprint.com,False
indBAGS,indbags.com,True
Ecopack Canada Inc,ecopack.com,True
MPC Paper Cutting,mpcpaper.com,True
1st Quality Corrugated Cartons,firstqualitypackaging.com,True
Les Industries Sanfaçon Inc,sanfacon-mills.com,True
Cardinal Boxes Limited,cardinalboxes.com,False
Better Box Inc,betterbox.ca,True
Polyson Polyethylene Products (1986) Ltd,polyson.ca,False
Postwright Packaging Limited,postwright.com,False
Albany Packaging Inc,albanypackaging.com,True
Post Packaging of Windsor Inc,postpack.ca,True
Proscan Media Products Ltd,proscanmedia.ca,True
Sacs Frontenac Inc,frontenacgroupe.com,True
WestBond Enterprises Corporation,westbond.ca,True
Premier Envelope Ltd,premierenvelope.ca,True
Laklé,lakle.com,True
Walker Emulsions Limited,walkerind.com,False
Display Finishers Limited,displayfinishers.com,False
Cyrell - AMP Inc,cyrell.qc.ca,False
Canada Ticket Inc,canadaticket.com,False
Major Box Inc.,majorbox.com,False
Emballage Coderre,embcoderre.com,True
Les Tubes en Carton Polyrol Inc,polyrol.ca,False
E.B. Box Company,ebbox.com,True
"Folder Factory Inc, The",folderfactory.ca,False
World Of Tape Limited,worldoftape.com,False
Impressions Logobec International Ltée,logobec.com,True
Cambridge Label Inc,cambridgelabel.com,True
Scolart,scolart.ca,True
"Atlas Containers, div of",atlascontainers.com,True
Custom Paper Ltd,custompaper.ca,False
Astra Packaging Industries,astracpi.com,True
Enveloppe Laurentide Inc,envl.ca,False
Étiquettes Miramont,groupeecco.ca,False
Pacific Packaging Products Limited,pacificpackaging.ca,True
Novapak Paper Products Inc,novapakpaper.com,True
Corrupal Inc,corrupal.com,True
"G M C Coating, Ltd",gmccoating.com,False
Les Industries Panfab Inc,panfab.com,False
