name,domain,isRelated
Parker,parker.com,False
Emerson,emerson.com,False
Northrop Grumman Innovation Systems LLC,northropgrumman.com,False
Avery Dennison,averydennison.com,True
Masco,masco.com,False
Core & Main,coreandmain.com,False
TYCO,tyco.com,False
Timken,timken.com,False
Flowserve,flowserve.com,False
M K S,mks.com,True
MOOG,moog.com,False
AptarGroup,aptar.com,True
Mueller,muellerindustries.com,False
Woodward,woodward.com,False
General Atomics,ga.com,False
"ZBS GLOBAL, INC.",rbsbizsolutions.com,False
Curtiss-Wright Corporation,curtisswright.com,False
Vista Outdoor,vistaoutdoor.com,False
Watts Water,watts.com,False
Plycem USA,certainteed.com,False
Tyco Fire Suppression & Building Products,tyco-fire.com,False
Michels Corporation,michels.us,False
Dana Limited,dana.com,False
Steel Partners Holdings L.P.,steelpartners.com,False
American Standard,americanstandard-us.com,False
Schaeffler Group USA Inc.,schaeffler.us,False
Oberthur Technologies,idemia.com,False
Diebold Nixdorf,dieboldnixdorf.com,False
Axon,axon.com,False
RBC,rbcbearings.com,False
Zurn Elkay,zurnelkay.com,False
Chemsearch Division,nch.com,False
Kohler Co,kohlercompany.com,False
"Crane NXT, Co.",cranenxt.com,False
Gibraltar Industries,gibraltar1.com,False
Spears Manufacturing Co.,spearsmanufacturing.com,False
SPX Flow,spxflow.com,True
Mueller Water Products,muellerwaterproducts.com,False
PCC SPS Fastener Division,pccfasteners.com,False
"TI Group Automotive Systems, L.L.C.",tifluidsystems.com,False
Clow Company,mcwane.com,False
"Pentair, Inc.",pentair.com,True
"Otsuka America, Inc.",otsuka-america.com,True
Swagelok Company,aldvalve.com,False
Carlstar Group,carlstargroup.com,False
Anvil International,asc-es.com,True
Helios Technologies,heliostechnologies.com,False
CIRCOR,circor.com,True
"Oil States International, Inc.",oilstatesintl.com,False
NTN USA Corporation,ntnamericas.com,False
Haywood Pool Products,hayward.com,False
"Badger Meter, Inc.",badgermeter.com,False
Eriks North America,lggindustrial.com,True
"CELEROS FLOW TECHNOLOGY, LLC",celerosft.com,False
BETA SYSTEMS OF VIRGINIA (CHESAPEAKE CI),vscfire.com,False
"American Bath Group, LLC",americanbathgroup.com,False
Enerpac Tool Group Corp.,enerpactoolgroup.com,False
Victaulic Company of America,victaulic.com,False
RK,rkindustries.com,False
HBM Holdings Company,hbmholdings.com,True
Victorville Industrial Minerals,jameshardie.com,False
Koyo Bearings,jtekt-na.com,False
S W Controls,fcxperformance.com,True
Ruger,ruger.com,False
Superior,superiorgroupofcompanies.com,False
"Smith & Wesson Brands, Inc.",aob.com,False
"General Dynamics Ordnance and Tactical Systems, Inc.",gd-ots.com,True
Senior Operations LLC,seniorflexonics.com,True
Pecue Contractors,performance-contractors.com,False
ProDriven Global Brands,wernerco.com,False
Nibco,nibco.com,False
Honeywell Analytics Inc.,honeywellanalytics.com,False
Robertshaw,robertshaw.com,True
"Crestron Electronics, Inc.",crestron.com,False
SMC,smcusa.com,False
"Remington Arms Company, LLC",remington.com,False
NN,nninc.com,False
IPSCO Tubulars Inc.,tenaris.com,False
Flexographic Printing & Laminating Center Of Excellence,americanpackaging.com,True
OPW Fluid Transfer Group,opwglobal.com,True
Bay Limited,bayltd.com,False
Alfa Laval Inc.,alfalaval.com,True
Weatherford Artificial Lifts Systems,weatherford.com,False
"Armstrong International, Inc.",armstronginternational.com,True
A.C.I.P.C.O.,american-usa.com,False
Kaydon Corporation,kaydonbearings.com,True
Communications Integrators,atkore.com,False
Autojet Technologies,spray.com,True
Rain Bird,rainbird.com,False
Emerson Automation Solutions,morinact.com,False
Sig Sauer Inc.,sigsauer.com,False
"Asco, L.P.",ascopower.com,False
"SRG Global Coatings, LLC",srgglobal.com,True
Electromark Company,bradyid.com,False
"Mubea, Inc.",mubea-discsprings.com,False
Bray Controls USA,bray.com,False
BIC Graphic Usa,corporate.bic.com,False
National Presto,gopresto.com,True
"Stanadyne Intermediate Holdings, LLC",stanadyne.com,False
Federal Premium Ammunition,federalpremium.com,False
Cash Acme,rwc.com,False
Husco,husco.com,False
KPS Global LLC,kpsglobal.com,True
"Camaco, LLC",camacollc.com,False
Samuel Associated Tube Group,samuel.com,False
NTN-Bower Corporation,ntnbower.com,False
"Ideal Tridon Holdings, Inc.",idealtridon.com,False
Marmon Industrial LLC,marmon.com,True
"Yarde Metals, Inc.",yarde.com,False
Bowling Green Metalforming,visitbgky.com,True
Honeywell Authorized Dealer,waldinger.com,True
Rehau Incorporated,rehau.com,False
JW Aluminum Company,jwaluminum.com,True
Esco Technologies Holding LLC,escotechnologies.com,False
Brass Craft Mfg Co,brasscraft.com,False
KSB America Corporation,ksb.com,False
IMI Precision Engineering,norgren.com,False
Cerro Flow Products LLC,cerro.com,False
"Setpoint Integrated Solutions, Inc.",setpointis.com,False
Festo Corporation,festo.com,True
AY McDonald Mfg Co,aymcdonald.com,False
R F H,rf-holdings.com,False
Albecca Inc,albeccainc.us,False
Pacific Scientific,psemc.com,False
Cross Precision Measurement,crossco.com,False
IDEX Health & Science LLC,idex-hs.com,False
Sloan Valve Co FKP,sloan.com,False
"AMMO, Inc.",ammoinc.com,False
Flotek,flotekind.com,False
Nott,nottco.com,False
National Hot Water,nationalwholesalesupply.com,False
"Dunes Point Capital, L.P.",dunespointcapital.com,False
Federal Resources,noble.com,False
TOTO,totousa.com,False
DE-STA-CO,destaco.com,False
ValvTechnologies LLC,valv.com,False
"McAbee Construction, Inc.",mcabeeconstruction.com,False
"Bradley Company, LLC",bradleycorp.com,False
Viega LLC,viega.us,False
PMC Service Company,polkmechanical.com,False
Zippo,zippo.com,False
"Sigma International Group, Inc.",cname.sigmaco.com,False
Morris Group International,morrisgroupint.com,True
Control Southern Inc.,controlsouthern.com,False
Medico Industries,medicoind.com,False
HYDAC,hydac-na.com,False
Zurn,zurn.com,False
"Welspun Pipes, Inc.",welspunpipes.us.com,False
BraunAbility,braunability.com,False
Custom Pipe & Fabrication Inc.,custompipe.com,False
Crane,craneco.com,False
Sparkles,sparklingparty.com,True
Star Pipe Products,starpipeproducts.com,False
Johnson Screens,aqseptence.com,False
Omega Flex,omegaflex.com,False
Nammo Mesa,nammo.com,False
CEI PLASTICS,kimray.com,False
C P I,chatsworth.com,False
"ITR Industries, Inc",americanspecialties.com,False
Sooner Pipe,soonerinc.com,False
Armtec Defense Technologies,armtecdefense.com,False
Felker Fabrication,felkerbrothers.com,False
BIC USA Inc.,uslogolighter.bic.com,False
VFP Fire Systems,vikingsprinkler.com,False
"Dezurik, Inc.",dezurik.com,False
